,symbol,sector
3159,WEYS,Consumer Cyclical
3160,ENG,Industrials
3161,BOXL,Technology
3162,ICE,Financial Services
3163,EOG,Energy
3164,OXBR,Financial Services
3165,PRTG,Healthcare
3166,GOOD,Real Estate
3167,WHR,Consumer Cyclical
3168,PRTH,Technology
3169,WINA,Consumer Cyclical
3170,PRTK,Healthcare
3171,ERIE,Financial Services
3172,PRTS,Consumer Cyclical
3173,WIT,Technology
3174,ERNA,Healthcare
3175,WLFC,Industrials
3176,SYBX,Healthcare
3177,EXPI,Real Estate
3178,ES,Utilities
3179,EXPE,Consumer Cyclical
3180,WLY,Communication Services
3181,ICHR,Technology
3182,EXR,Real Estate
3183,ESLT,Industrials
3184,ESS,Real Estate
3185,ESTE,Energy
3186,ETD,Consumer Cyclical
3187,ETN,Industrials
3188,WNC,Industrials
3189,ETR,Utilities
3190,EW,Healthcare
3191,EWBC,Financial Services
3192,YEXT,Technology
3193,WSFS,Financial Services
3194,EXC,Utilities
3195,WTM,Financial Services
3196,WTRG,Utilities
3197,EXPO,Industrials
3198,WTS,Industrials
3199,CFMS,Healthcare
3200,WULF,Financial Services
3201,EXTR,Technology
3202,AGI,Basic Materials
3203,CFR,Financial Services
3204,OXLCO,Financial Services
3205,MPLX,Energy
3206,XEL,Utilities
3207,FAST,Industrials
3208,MPWR,Technology
3209,YRD,Financial Services
3210,FBNC,Financial Services
3211,FCBC,Financial Services
3212,FCCO,Financial Services
3213,YTEN,Basic Materials
3214,CGA,Basic Materials
3215,FCN,Industrials
3216,YTRA,Consumer Cyclical
3217,ALEX,Real Estate
3218,TAL,Consumer Defensive
3219,FCX,Basic Materials
3220,YORW,Utilities
3221,YUM,Consumer Cyclical
3222,ZBRA,Technology
3223,FDP,Consumer Defensive
3224,TANNZ,Industrials
3225,FANH,Financial Services
3226,TAOP,Technology
3227,FDX,Industrials
3228,FE,Utilities
3229,TAP-A,Consumer Defensive
3230,TARA,Healthcare
3231,ALGT,Industrials
3232,FFBC,Financial Services
3233,PSX,Energy
3234,FFIC,Financial Services
3235,FFIN,Financial Services
3236,FFIV,Technology
3237,TAST,Consumer Cyclical
3238,FAT,Consumer Cyclical
3239,ALK,Industrials
3240,MRTX,Healthcare
3241,GEF-B,Consumer Cyclical
3242,PTIX,Healthcare
3243,MSBI,Financial Services
3244,FLWS,Consumer Cyclical
3245,FMBH,Financial Services
3246,III,Technology
3247,FBIZ,Financial Services
3248,FBIOP,Healthcare
3249,FMX,Consumer Defensive
3250,FNLC,Financial Services
3251,FONR,Healthcare
3252,FORR,Industrials
3253,FORTY,Technology
3254,TCI,Real Estate
3255,FRBK,Financial Services
3256,FRO,Energy
3257,CHGG,Consumer Defensive
3258,FRTX,Healthcare
3259,CF,Basic Materials
3260,HTBK,Financial Services
3261,ALNY,Healthcare
3262,MS-PF,Financial Services
3263,TCON,Healthcare
3264,TCRT,Healthcare
3265,FTEK,Industrials
3266,EXLS,Technology
3267,FUL,Basic Materials
3268,FULT,Financial Services
3269,CHMI-PA,Real Estate
3270,FUN,Consumer Cyclical
3271,FUNC,Financial Services
3272,IHG,Consumer Cyclical
3273,TDC,Technology
3274,ALPN,Healthcare
3275,SAP,Technology
3276,MTCH,Communication Services
3277,GCBC,Financial Services
3278,GCO,Consumer Cyclical
3279,CHRS,Healthcare
3280,TEAM,Technology
3281,GF,Financial Services
3282,CHSCP,Consumer Defensive
3283,GFI,Basic Materials
3284,ZTEK,Healthcare
3285,CHUY,Consumer Cyclical
3286,GGB,Basic Materials
3287,GGG,Industrials
3288,IIPR,Real Estate
3289,IIPR-PA,Real Estate
3290,TECK,Basic Materials
3291,GHI,NA
3292,MPB,Financial Services
3293,PWFL,Technology
3294,TEDU,Consumer Defensive
3295,GIL,Consumer Cyclical
3296,GILT,Technology
3297,GIS,Consumer Defensive
3298,GLT,Basic Materials
3299,GNTX,Consumer Cyclical
3300,TEL,Technology
3301,GOGL,Industrials
3302,ZVZZT,NA
3303,PXS,Industrials
3304,SFBS,Financial Services
3305,ZWS,Industrials
3306,GRMN,Technology
3307,ZWZZT,NA
3308,GROW,Financial Services
3309,CZR,Consumer Cyclical
3310,PYPL,Financial Services
3311,ENB,Energy
3312,GVA,Industrials
3313,CINF,Financial Services
3314,HA,Industrials
3315,MUI,Financial Services
3316,HCKT,Technology
3317,HD,Consumer Cyclical
3318,HDB,Financial Services
3319,IMMP,Healthcare
3320,HE,Utilities
3321,MUSA,Consumer Cyclical
3322,HELE,Consumer Defensive
3323,HES,Energy
3324,AMCX,Communication Services
3325,HFWA,Financial Services
3326,TFIN,Financial Services
3327,HIBB,Consumer Cyclical
3328,HIHO,Industrials
3329,HLIT,Technology
3330,IMUX,Healthcare
3331,IMXI,Technology
3332,HNRG,Energy
3333,HOFT,Consumer Cyclical
3334,AMEH,Healthcare
3335,FERG,Industrials
3336,INBK,Financial Services
3337,HRB,Consumer Cyclical
3338,INCR,Healthcare
3339,HSBC,Financial Services
3340,MX,Technology
3341,RSSS,Technology
3342,HST,Real Estate
3343,TGLS,Basic Materials
3344,HVT-A,Consumer Cyclical
3345,HWC,Financial Services
3346,MXL,Technology
3347,QIWI,Technology
3348,HWM,Industrials
3349,QLGN,Healthcare
3350,HXL,Industrials
3351,HZO,Consumer Cyclical
3352,IBA,Consumer Defensive
3353,IBN,Financial Services
3354,IBOC,Financial Services
3355,IQV,Healthcare
3356,ICAD,Healthcare
3357,CLM,Financial Services
3358,MYMD,Healthcare
3359,SGC,Consumer Cyclical
3360,ICUI,Healthcare
3361,AMPG,Technology
3362,AMPH,Healthcare
3363,CLPR,Real Estate
3364,CLPT,Healthcare
3365,IESC,Industrials
3366,INGN,Healthcare
3367,IEX,Industrials
3368,AMR,Basic Materials
3369,IFN,Financial Services
3370,CLRB,Healthcare
3371,FGF,Financial Services
3372,QSR,Consumer Cyclical
3373,CLSD,Healthcare
3374,IIF,Financial Services
3375,IMGN,Healthcare
3376,THR,Industrials
3377,CLXT,Consumer Defensive
3378,FHB,Financial Services
3379,IMOS,Technology
3380,QUOT,Communication Services
3381,THS,Consumer Defensive
3382,QURE,Healthcare
3383,INCY,Healthcare
3384,INDB,Financial Services
3385,INFI,Healthcare
3386,INFY,Technology
3387,THTX,Healthcare
3388,INOD,Technology
3389,INTC,Technology
3390,INSW,Energy
3391,INTG,Consumer Cyclical
3392,TER,Technology
3393,IONS,Healthcare
3394,CMCM,Communication Services
3395,IPAR,Consumer Defensive
3396,RACE,Consumer Cyclical
3397,ANET,Technology
3398,ISSC,Industrials
3399,INTR,Financial Services
3400,ITGR,Healthcare
3401,CMG,Consumer Cyclical
3402,ITIC,Financial Services
3403,ITRI,Technology
3404,ITW,Industrials
3405,INVH,Real Estate
3406,J,Industrials
3407,TIMB,Communication Services
3408,GEN,Technology
3409,JAKK,Consumer Cyclical
3410,RAMP,Technology
3411,JHX,Basic Materials
3412,NBRV,Healthcare
3413,JJSF,Consumer Defensive
3414,NBSE,Healthcare
3415,MGY,Energy
3416,JOF,Financial Services
3417,CMRE-PB,Industrials
3418,CMRE-PC,Industrials
3419,CMRE-PD,Industrials
3420,JWN,Consumer Cyclical
3421,IPDN,Industrials
3422,KAI,Industrials
3423,IPGP,Technology
3424,UVE,Financial Services
3425,KELYA,Industrials
3426,KELYB,Industrials
3427,VTRS,Healthcare
3428,KEP,Utilities
3429,NCLH,Consumer Cyclical
3430,KEQU,Consumer Cyclical
3431,KEX,Industrials
3432,EVRG,Utilities
3433,KFRC,Industrials
3434,LMAT,Healthcare
3435,NCPL,Financial Services
3436,ORA,Utilities
3437,SYRS,Healthcare
3438,KINS,Financial Services
3439,KLAC,Technology
3440,TXRH,Consumer Cyclical
3441,CNDT,Technology
3442,KMPR,Financial Services
3443,GHL,Financial Services
3444,KNX,Industrials
3445,AOSL,Technology
3446,FKWL,Technology
3447,RKDA,Basic Materials
3448,NDLS,Consumer Cyclical
3449,CRI,Consumer Cyclical
3450,NDRA,Healthcare
3451,KRC,Real Estate
3452,RCA,Industrials
3453,KSPN,Technology
3454,CNO,Financial Services
3455,IRDM,Communication Services
3456,KWR,Basic Materials
3457,AAL,Industrials
3458,CVI,Energy
3459,APDN,Healthcare
3460,APEN,Healthcare
3461,VNOM,Energy
3462,GBDC,Financial Services
3463,NOA,Energy
3464,GM,Consumer Cyclical
3465,SEM,Healthcare
3466,NEO,Healthcare
3467,LCUT,Consumer Cyclical
3468,APGN,Healthcare
3469,LEN,Consumer Cyclical
3470,NEPH,Healthcare
3471,IRWD,Healthcare
3472,NEPT,Healthcare
3473,RCON,Energy
3474,NAVI,Financial Services
3475,LFMD,Healthcare
3476,LFUS,Technology
3477,CO,Healthcare
3478,NESR,Energy
3479,LNT,Utilities
3480,LNW,Consumer Cyclical
3481,LOGI,Technology
3482,OC,Industrials
3483,LRCX,Technology
3484,CODX,Healthcare
3485,ISD,Financial Services
3486,COE,Consumer Defensive
3487,RDFN,Real Estate
3488,LSTR,Industrials
3489,ISEE,Healthcare
3490,TMST,Basic Materials
3491,LTRX,Technology
3492,APPF,Technology
3493,APTO,Healthcare
3494,SSTK,Communication Services
3495,APTV,Consumer Cyclical
3496,TNK,Energy
3497,TNL,Consumer Cyclical
3498,ICL,Basic Materials
3499,APVO,Healthcare
3500,TNP,Energy
3501,ITCB,Financial Services
3502,MAA,Real Estate
3503,MAC,Real Estate
3504,LFVN,Consumer Defensive
3505,NGS,Energy
3506,AQMS,Industrials
3507,SNES,Basic Materials
3508,AQN,Utilities
3509,METC,Basic Materials
3510,IR,Industrials
3511,AR,Energy
3512,ARAY,Healthcare
3513,MAS,Industrials
3514,CORR,Real Estate
3515,ITRN,Technology
3516,CORR-PA,Real Estate
3517,MATW,Industrials
3518,VIA,Utilities
3519,WHG,Financial Services
3520,IBKR,Financial Services
3521,MAYS,Real Estate
3522,MO,Consumer Defensive
3523,TOPS,Industrials
3524,MBI,Financial Services
3525,ARCC,Financial Services
3526,COTY,Consumer Defensive
3527,MBOT,Healthcare
3528,CCI,Real Estate
3529,BCE,Communication Services
3530,IRM,Real Estate
3531,MCBC,Financial Services
3532,FNB-PE,Financial Services
3533,MCD,Consumer Cyclical
3534,CHRD,Energy
3535,ARDX,Healthcare
3536,OKTA,Technology
3537,VIRT,Financial Services
3538,TPH,Consumer Cyclical
3539,MCK,Healthcare
3540,EIG,Financial Services
3541,SSNC,Technology
3542,NETI,Industrials
3543,ARGX,Healthcare
3544,MVBF,Financial Services
3545,RETO,Basic Materials
3546,FNV,Basic Materials
3547,ARDC,Financial Services
3548,BEP,Utilities
3549,C-PK,Financial Services
3550,PFIS,Financial Services
3551,MDLZ,Consumer Defensive
3552,MDNA,Healthcare
3553,SIVB,Financial Services
3554,NLTX,Healthcare
3555,NM,Industrials
3556,MDU,Industrials
3557,FOR,Real Estate
3558,CPS,Consumer Cyclical
3559,LOB,Financial Services
3560,NMIH,Financial Services
3561,NMK-PC,NA
3562,MEI,Technology
3563,AIZ,Financial Services
3564,RGNX,Healthcare
3565,MMAT,Technology
3566,TRHC,Healthcare
3567,NTB,Financial Services
3568,MET,Financial Services
3569,MFA,Real Estate
3570,MFC,Financial Services
3571,RGT,Financial Services
3572,CRBP,Healthcare
3573,OCUP,Healthcare
3574,EVR,Financial Services
3575,CCLD,Healthcare
3576,NODK,Financial Services
3577,TROO,Technology
3578,TROW,Financial Services
3579,NOG,Energy
3580,CREG,Utilities
3581,DMB,Financial Services
3582,MGRC,Industrials
3583,CDW,Technology
3584,FRA,Financial Services
3585,MHN,Financial Services
3586,TRTN,Industrials
3587,TRTX,Real Estate
3588,GMBL,Consumer Cyclical
3589,MHO,Consumer Cyclical
3590,CRM,Technology
3591,FRBA,Financial Services
3592,TRUP,Financial Services
3593,JAZZ,Healthcare
3594,TRVN,Healthcare
3595,TNP-PD,Energy
3596,TNP-PE,Energy
3597,EURN,Energy
3598,RITM,Real Estate
3599,FREEW,Technology
3600,XYL,Industrials
3601,GSL,Industrials
3602,TS,Energy
3603,ARMK,Industrials
3604,CG,Financial Services
3605,MIY,Financial Services
3606,FRGT,Technology
3607,FRHC,Financial Services
3608,NRBO,Healthcare
3609,CRTO,Communication Services
3610,MKL,Financial Services
3611,MIXT,Technology
3612,JD,Consumer Cyclical
3613,ASMB,Healthcare
3614,BPOPM,Financial Services
3615,MLP,Real Estate
3616,FRPT,Consumer Defensive
3617,NRP,Energy
3618,EGF,Financial Services
3619,MMC,Financial Services
3620,FRST,Financial Services
3621,FRSX,Consumer Cyclical
3622,MSVB,Financial Services
3623,NMM,Industrials
3624,TTNP,Healthcare
3625,FSBW,Financial Services
3626,HMST,Financial Services
3627,PBA,Energy
3628,LMST,Financial Services
3629,NS-PA,NA
3630,CZWI,Financial Services
3631,TURN,Financial Services
3632,RMPL-P,NA
3633,PLBC,Financial Services
3634,RMR,Real Estate
3635,CSTE,Industrials
3636,CSTM,Basic Materials
3637,CSTR,Financial Services
3638,TVTX,Healthcare
3639,CSWI,Industrials
3640,ATEN,Technology
3641,ATEST-G,NA
3642,CTA-PA,Basic Materials
3643,NTLA,Healthcare
3644,NTNX,Technology
3645,MOV,Consumer Cyclical
3646,CTIB,Consumer Cyclical
3647,TWLO,Communication Services
3648,CTLT,Healthcare
3649,TWO-PA,Real Estate
3650,TWO-PB,Real Estate
3651,HFBL,Financial Services
3652,ATHX,Healthcare
3653,CTOS,Industrials
3654,OVLY,Financial Services
3655,ROCC,Energy
3656,LEN-B,Consumer Cyclical
3657,TX,Basic Materials
3658,WEX,Technology
3659,WM,Industrials
3660,FSV,Real Estate
3661,TXMD,Healthcare
3662,ATNX,Healthcare
3663,AUD,Communication Services
3664,HROW,Healthcare
3665,JMSB,Financial Services
3666,FTAI,Industrials
3667,CUBI-PF,Financial Services
3668,NVGS,Energy
3669,UA,Consumer Cyclical
3670,FTFT,Technology
3671,NVOS,Healthcare
3672,CURO,Financial Services
3673,CUTR,Healthcare
3674,FTK,Energy
3675,ATTO,Industrials
3676,FTNT,Technology
3677,CVGW,Consumer Defensive
3678,CVNA,Consumer Cyclical
3679,ATY,Communication Services
3680,CWBR,Healthcare
3681,CXDO,Communication Services
3682,MSEX,Utilities
3683,RRR,Consumer Cyclical
3684,MTB,Financial Services
3685,MTD,Healthcare
3686,MTEX,Consumer Defensive
3687,DAL,Industrials
3688,FWONA,Communication Services
3689,DARE,Healthcare
3690,DBI,Consumer Cyclical
3691,MUR,Energy
3692,DCF,NA
3693,NXPL,Technology
3694,JXJT,Consumer Cyclical
3695,DCP,Energy
3696,DCPH,Healthcare
3697,NXRT,Real Estate
3698,MYD,Financial Services
3699,MYE,Consumer Cyclical
3700,MYGN,Healthcare
3701,NXST,Communication Services
3702,RUN,Technology
3703,NAII,Consumer Defensive
3704,NYMT,Real Estate
3705,NYMTN,Real Estate
3706,GAIN,Financial Services
3707,NBN,Financial Services
3708,RVYL,Technology
3709,DGLY,Industrials
3710,KAVL,Consumer Defensive
3711,AVAL,Financial Services
3712,NCR,Technology
3713,GASS,Industrials
3714,NEE,Utilities
3715,NEOG,Healthcare
3716,NHI,Real Estate
3717,DK,Energy
3718,NJR,Utilities
3719,NKTR,Healthcare
3720,KEN,Utilities
3721,NL,Industrials
3722,KEYS,Technology
3723,DLR,Real Estate
3724,NNBR,Industrials
3725,DMAC,Healthcare
3726,UCTT,Technology
3727,DMLP,Energy
3728,UE,Real Estate
3729,NPK,Industrials
3730,NS,Energy
3731,DOGZ,Consumer Cyclical
3732,NSP,Industrials
3733,AVXL,Healthcare
3734,NSYS,Technology
3735,NTAP,Technology
3736,RY-PT,Financial Services
3737,NUE,Basic Materials
3738,KMDA,Healthcare
3739,DQ,Technology
3740,NUS,Consumer Defensive
3741,NUV,Financial Services
3742,NVO,Healthcare
3743,DRS,Industrials
3744,GCI,Communication Services
3745,AX,Financial Services
3746,NWFL,Financial Services
3747,OCSL,Financial Services
3748,NWLI,Financial Services
3749,RZB,NA
3750,KNOP,Industrials
3751,GCTK,Healthcare
3752,NXC,Financial Services
3753,NXN,Financial Services
3754,GDEN,Consumer Cyclical
3755,NYCB,Financial Services
3756,DSX,Industrials
3757,NYMX,Healthcare
3758,NYT,Communication Services
3759,ODV,Basic Materials
3760,UI,Technology
3761,DTEA,Consumer Defensive
3762,KOS,Energy
3763,UIHC,Financial Services
3764,OBLG,Technology
3765,OCN,Financial Services
3766,KPRX,Healthcare
3767,KPTI,Healthcare
3768,OESX,Industrials
3769,ODFL,Industrials
3770,OFG,Financial Services
3771,SABR,Consumer Cyclical
3772,OFIX,Healthcare
3773,KRNT,Industrials
3774,OII,Energy
3775,KRYS,Healthcare
3776,OIS,Energy
3777,OKE,Energy
3778,DXCM,Healthcare
3779,OLED,Technology
3780,OLN,Basic Materials
3781,OLP,Real Estate
3782,OGI,Healthcare
3783,OMEX,Industrials
3784,ON,Technology
3785,ONB,Financial Services
3786,ONTX,Healthcare
3787,OPCH,Healthcare
3788,OPK,Healthcare
3789,DG,Consumer Defensive
3790,OPOF,Financial Services
3791,GEVO,Basic Materials
3792,KTRA,Healthcare
3793,LOAN,Real Estate
3794,OSBC,Financial Services
3795,ORRF,Financial Services
3796,KURA,Healthcare
3797,KW,Real Estate
3798,AXS,Financial Services
3799,AXSM,Healthcare
3800,AXS-PE,Financial Services
3801,AXTA,Basic Materials
3802,AY,Utilities
3803,OLLI,Consumer Defensive
3804,LAB,Healthcare
3805,LAC,Basic Materials
3806,LADR,Real Estate
3807,OXY,Energy
3808,OZK,Financial Services
3809,AZUL,Industrials
3810,OMQS,Technology
3811,BAC-PE,Financial Services
3812,SAVE,Industrials
3813,GLAD,Financial Services
3814,LBRDA,Communication Services
3815,BAC-PL,Financial Services
3816,GLBS,Industrials
3817,LBTYA,Communication Services
3818,BAH,Industrials
3819,GLG,Basic Materials
3820,ONTO,Technology
3821,ONVO,Healthcare
3822,PAYX,Industrials
3823,OOMA,Communication Services
3824,OPHC,Financial Services
3825,GLOP,Energy
3826,GLPG,Healthcare
3827,UNIT,Real Estate
3828,GLRE,Financial Services
3829,OPP,Financial Services
3830,OPRX,Healthcare
3831,PBHC,Financial Services
3832,GLV,Financial Services
3833,OPTN,Healthcare
3834,PBI,Industrials
3835,PBR,Energy
3836,GMAB,Healthcare
3837,OR,Basic Materials
3838,SBOW,Energy
3839,LE,Consumer Cyclical
3840,BANX,Financial Services
3841,AAIC,Real Estate
3842,GMGI,Communication Services
3843,LECO,Industrials
3844,SBT,Financial Services
3845,LEDS,Technology
3846,BATRA,Communication Services
3847,GMS,Industrials
3848,ORGO,Healthcare
3849,ORGS,Healthcare
3850,BBCP,Industrials
3851,AAON,Industrials
3852,PCTI,Technology
3853,ORMP,Healthcare
3854,ORN,Industrials
3855,BBW,Consumer Cyclical
3856,BCDA,Healthcare
3857,OSG,Energy
3858,PDCO,Healthcare
3859,GOGO,Communication Services
3860,UPLD,Technology
3861,GOL,Industrials
3862,PDS,Energy
3863,LFT,Real Estate
3864,PEBK,Financial Services
3865,BCTX,Healthcare
3866,SCHW-PD,Financial Services
3867,PEBO,Financial Services
3868,GOOG,Communication Services
3869,GOOGL,Communication Services
3870,LGF-A,Communication Services
3871,PEG,Utilities
3872,AB,Financial Services
3873,PEGA,Technology
3874,SCPH,Healthcare
3875,BEAT,Healthcare
3876,BECN,Industrials
3877,ABB,Industrials
3878,GPJA,NA
3879,PESI,Industrials
3880,ABEV,Consumer Defensive
3881,ABIO,Healthcare
3882,BFAM,Consumer Cyclical
3883,SEDG,Technology
3884,SEED,Basic Materials
3885,SELF,Real Estate
3886,ABM,Industrials
3887,BGNE,Healthcare
3888,PFE,Healthcare
3889,BGS,Consumer Defensive
3890,GREE,Financial Services
3891,GRFS,Healthcare
3892,BHR-PB,Real Estate
3893,SFIX,Consumer Cyclical
3894,SFL,Industrials
3895,BHVN,Healthcare
3896,SFM,Consumer Defensive
3897,SGBX,Industrials
3898,PG,Consumer Defensive
3899,BIMI,Healthcare
3900,SGLY,Industrials
3901,LILAK,Communication Services
3902,GSBD,Financial Services
3903,LIN,Basic Materials
3904,SGRY,Healthcare
3905,ACGL,Financial Services
3906,LIND,Consumer Cyclical
3907,ACHC,Healthcare
3908,USFD,Consumer Defensive
3909,GSIT,Technology
3910,ACIW,Technology
3911,SHG,Financial Services
3912,BIVI,Healthcare
3913,ACNB,Financial Services
3914,SHIP,Industrials
3915,BKD,Healthcare
3916,LIQT,Industrials
3917,SHO,Real Estate
3918,SHOP,Technology
3919,BKI,Technology
3920,ADBE,Technology
3921,PHM,Consumer Cyclical
3922,LITB,Consumer Cyclical
3923,PHX,Energy
3924,BKU,Financial Services
3925,LIVN,Healthcare
3926,LL,Consumer Cyclical
3927,LMB,Industrials
3928,BLKB,Technology
3929,SITC-PA,Real Estate
3930,SITE,Industrials
3931,ADP,Industrials
3932,UTF,Financial Services
3933,BLPH,Healthcare
3934,UTI,Consumer Defensive
3935,BLRX,Healthcare
3936,ADSK,Technology
3937,BLUE,Healthcare
3938,VAC,Consumer Cyclical
3939,ADTN,Technology
3940,AEP,Utilities
3941,AGCO,Industrials
3942,AGM,Financial Services
3943,AGM-A,Financial Services
3944,AHPI,Healthcare
3945,AIR,Industrials
3946,ALE,Utilities
3947,ALKS,Healthcare
3948,ALRS,Financial Services
3949,VBLT,Healthcare
3950,ALX,Real Estate
3951,AMED,Healthcare
3952,PKI,Healthcare
3953,PKOH,Industrials
3954,PKX,Basic Materials
3955,PLPC,Industrials
3956,PNR,Industrials
3957,PNRG,Energy
3958,PPBI,Financial Services
3959,PRDO,Consumer Defensive
3960,VCYT,Healthcare
3961,PRGO,Healthcare
3962,PRPH,Healthcare
3963,PRU,Financial Services
3964,VERO,Healthcare
3965,PWOD,Financial Services
3966,PWR,Industrials
3967,PXD,Energy
3968,QGEN,Healthcare
3969,QRTEB,Consumer Cyclical
3970,RAD,Healthcare
3971,RBA,Industrials
3972,RBCAA,Financial Services
3973,RCI,Communication Services
3974,RDNT,Healthcare
3975,RDWR,Technology
3976,REG,Real Estate
3977,BMA,Financial Services
3978,VJET,Technology
3979,VLRS,Industrials
3980,BNTC,Healthcare
3981,BOC,Communication Services
3982,WDS,Energy
3983,LPRO,Financial Services
3984,LSEA,Real Estate
3985,LSEAW,NA
3986,SMAR,Technology
3987,LTRYW,NA
3988,BRY,Energy
3989,SNV-PD,Financial Services
3990,BTAI,Healthcare
3991,SONO,Technology
3992,BWB,Financial Services
3993,PHCF,Financial Services
3994,SPOT,Communication Services
3995,ACET,Healthcare
3996,CANG,Consumer Cyclical
3997,PLL,Basic Materials
3998,MET-PE,Financial Services
3999,METX,Consumer Defensive
4000,ADIL,Healthcare
4001,ADILW,Industrials
4002,STNE,Technology
4003,CMLS,Communication Services
4004,STRO,Healthcare
4005,HUGE,Healthcare
4006,HUT,Financial Services
4007,HYMC,Basic Materials
4008,CDAY,Technology
4009,XYF,Financial Services
4010,MOGU,Consumer Cyclical
4011,MOTS,Healthcare
4012,YI,Healthcare
4013,FAMI,Consumer Defensive
4014,PT,Financial Services
4015,MRNA,Healthcare
4016,TBLTW,Industrials
4017,MSC,Consumer Cyclical
4018,BAC-PB,Financial Services
4019,DOCU,Technology
4020,TENB,Technology
4021,CLNN,Healthcare
4022,CMSC,Industrials
4023,FIXX,Healthcare
4024,CNFRL,Industrials
4025,TLSA,Healthcare
4026,RCUS,Healthcare
4027,CODI-PB,Industrials
4028,COGT,Healthcare
4029,CWK,Real Estate
4030,AQNA,Industrials
4031,AQST,Healthcare
4032,ARDS,Healthcare
4033,REPL,Healthcare
4034,FGFPP,Financial Services
4035,REZI,Industrials
4036,ARLO,Industrials
4037,NLY-PG,Real Estate
4038,NMG,Basic Materials
4039,EQH,Financial Services
4040,TRMD,Energy
4041,ARVN,Healthcare
4042,ASB-PE,Financial Services
4043,FRC-PI,Financial Services
4044,JG,Technology
4045,RMI,NA
4046,ATCO-PI,Financial Services
4047,NTR,Basic Materials
4048,FSR,Consumer Cyclical
4049,TWST,Healthcare
4050,ATNFW,NA
4051,FTCH,Consumer Cyclical
4052,CUE,Healthcare
4053,NVNO,Healthcare
4054,JRSH,Consumer Cyclical
4055,DAVA,Technology
4056,RVPHW,NA
4057,GB,Technology
4058,KERN,Healthcare
4059,KERNW,Industrials
4060,OBNK,Financial Services
4061,KLXE,Energy
4062,KOD,Healthcare
4063,GECCM,NA
4064,LAZY,Consumer Cyclical
4065,GLOP-PC,Energy
4066,GLP-PA,NA
4067,GMDA,Healthcare
4068,BBIG,Consumer Cyclical
4069,ORTX,Healthcare
4070,LFACW,Financial Services
4071,BCSF,Financial Services
4072,UPWK,Industrials
4073,GP,Consumer Cyclical
4074,GRNQ,Industrials
4075,SG,Consumer Cyclical
4076,GRTS,Healthcare
4077,USB-PP,Financial Services
4078,GSHD,Financial Services
4079,BITF,Financial Services
4080,GTEC,Industrials
4081,GTES,Industrials
4082,BORR,Energy
4083,LOVE,Consumer Cyclical
4084,EB,Technology
4085,SLDB,Healthcare
4086,SLGL,Healthcare
4087,VRT,Industrials
4088,LQDA,Healthcare
4089,PAGS,Technology
4090,UTZ,Consumer Defensive
4091,LTHM,Basic Materials
4092,BTBT,Financial Services
4093,WH,Consumer Cyclical
4094,HIG-PG,Financial Services
4095,ENBA,Industrials
4096,CAAP,Industrials
4097,MCLD,Technology
4098,ENTX,Healthcare
4099,WRAP,Technology
4100,HOFV,Communication Services
4101,MDRR,Real Estate
4102,MESA,Industrials
4103,STG,Consumer Defensive
4104,MGTA,Healthcare
4105,XCUR,Healthcare
4106,ESGRO,Financial Services
4107,XERS,Healthcare
4108,ESTA,Healthcare
4109,ESTC,Technology
4110,EPRT,Real Estate
4111,CCB,Financial Services
4112,HUYA,Communication Services
4113,ETON,Healthcare
4114,AGMH,Technology
4115,SURF,Healthcare
4116,SURG,Technology
4117,EVER,Communication Services
4118,EVLO,Healthcare
4119,EVOP,Technology
4120,AIHS,Financial Services
4121,AIU,Consumer Defensive
4122,MNTV,Technology
4123,CEPU,Utilities
4124,PRVB,Healthcare
4125,EYEN,Healthcare
4126,YMAB,Healthcare
4127,TALO,Energy
4128,ZEPP,Technology
4129,TBLT,Industrials
4130,ALLO,Healthcare
4131,TC,Communication Services
4132,TCN,Real Estate
4133,ZS,Technology
4134,CHRA,Industrials
4135,CIM-PC,Real Estate
4136,AMAL,Financial Services
4137,CLBK,Financial Services
4138,CBNK,Financial Services
4139,QTT,Communication Services
4140,AMTB,Financial Services
4141,CLVT,Technology
4142,THWWW,Industrials
4143,INSP,Healthcare
4144,CNF,Financial Services
4145,TLRY,Healthcare
4146,COLD,Real Estate
4147,APTX,Healthcare
4148,TNP-PF,Energy
4149,ARCE,Consumer Defensive
4150,AREB,Consumer Cyclical
4151,NINE,Energy
4152,NIO,Consumer Cyclical
4153,EAF,Industrials
4154,FOCS,Financial Services
4155,TME,Communication Services
4156,ARTL,Healthcare
4157,CREXW,Industrials
4158,ASLN,Healthcare
4159,CEQP-P,Energy
4160,CSSEP,Communication Services
4161,NTEST,Industrials
4162,ATEST,NA
4163,RNR-PF,Financial Services
4164,FTDR,Consumer Cyclical
4165,HCXY,Industrials
4166,NVT,Industrials
4167,JPM-PD,Financial Services
4168,DBX,Technology
4169,RTL,Real Estate
4170,DCP-PB,NA
4171,DCP-PC,NA
4172,RVPH,Healthcare
4173,AUTL,Healthcare
4174,UBX,Healthcare
4175,OAK-PA,NA
4176,OAK-PB,NA
4177,DLNG-PB,Energy
4178,DMS,Communication Services
4179,AVRO,Healthcare
4180,OBSV,Healthcare
4181,KLR,Technology
4182,OCCI,Financial Services
4183,KNSA,Healthcare
4184,KNTK,Energy
4185,DTSS,Technology
4186,GHG,Consumer Cyclical
4187,UMH-PD,Real Estate
4188,GLOP-PB,Energy
4189,OPRA,Communication Services
